amplitude,max_slope,maximum,minimum,tic_id,activity_flag
0,0,0,0,,
0.006705254316329956,5.389916609237637,1.0073744058609009,0.993963897228241,439946126,0
0.005195796489715576,4.6644535877497395,1.0065114498138428,0.9961198568344116,439949948,0
0.004217326641082764,3.966777067363078,1.0050930976867676,0.996658444404602,407574350,0
0.12343958020210266,85.15669712643874,1.1994603872299194,0.9525812268257141,150899677,0
0.007602125406265259,4.8782232531385,1.0087076425552368,0.9935033917427063,352179145,0
0.004743814468383789,5.406372820278066,1.0046024322509766,0.995114803314209,440109725,0
0.17096051573753357,16.225094492061125,1.1563574075698853,0.8144363760948181,440109718,0
0.004996776580810547,3.74396178967106,1.0056440830230713,0.9956505298614502,407457205,0
0.0035213828086853027,3.7319132788944285,1.0038946866989136,0.996851921081543,407210683,0
0.010445922613143921,10.117532955217769,1.0124773979187012,0.9915855526924133,202518606,0
0.011070966720581055,8.155051387651854,1.0152454376220703,0.9931035041809082,420470815,0
0.009406834840774536,10.513087432101637,1.0095243453979492,0.9907106757164001,397795649,0
0.004935353994369507,4.4148410057651475,1.0056475400924683,0.9957768321037292,191228368,0
0.009596824645996094,9.791490875809831,1.0137015581130981,0.994507908821106,240688842,0
0.004745393991470337,5.505034150928658,1.0069724321365356,0.997481644153595,267688052,0
0.06232300400733948,57.84315891968798,1.092551350593567,0.9679053425788879,245763892,0
0.02139618992805481,19.939853036058697,1.0250619649887085,0.9822695851325989,267802440,1
0.005090683698654175,5.64611111895086,1.006672739982605,0.9964913725852966,435876741,0
0.006766378879547119,7.526049504362437,1.0099817514419556,0.9964489936828613,196257181,0
0.008708953857421875,8.446494755985714,1.0097471475601196,0.9923292398452759,336777483,0
0.005498737096786499,4.8273960126687125,1.0065712928771973,0.9955738186836243,256316623,0
0.003744274377822876,2.8543245246464806,1.0029832124710083,0.9954946637153625,256419669,0
0.009828507900238037,10.126705622188485,1.0154273509979248,0.9957703351974487,243154339,0
0.022789955139160156,23.02943811901569,1.034587025642395,0.9890071153640747,471012297,0
0.005090147256851196,5.261543991367118,1.0069323778152466,0.9967520833015442,384886463,0
0.0034234821796417236,3.2551206045173084,1.0042803287506104,0.9974333643913269,52626846,0
0.005392402410507202,5.174320004172666,1.0078891515731812,0.9971043467521667,408251015,0
0.008786439895629883,7.262429518242999,1.010600209236145,0.9930273294448853,336892484,0
0.011402904987335205,11.810414199339235,1.0138782262802124,0.991072416305542,336892478,0
0.005605429410934448,5.979744028265097,1.0081983804702759,0.996987521648407,16917838,0
0.0049478113651275635,5.748045531628817,1.0065569877624512,0.996661365032196,16956183,0
0.005016416311264038,4.761614223343135,1.0064176321029663,0.9963847994804382,380887434,0
0.013684570789337158,13.559442927637857,1.0162413120269775,0.9888721704483032,461635002,0
0.003694504499435425,4.347604016581812,1.0050926208496094,0.9977036118507385,420658458,0
0.008395999670028687,7.397745953152203,1.0091432332992554,0.992351233959198,453303407,0
0.004154801368713379,4.111833526870418,1.0048277378082275,0.9965181350708008,262845999,0
0.0038833916187286377,3.929586992540763,1.0053296089172363,0.997562825679779,238602461,0
0.0031715333461761475,3.064228546754632,1.0040634870529175,0.9977204203605652,369534824,0
0.008758574724197388,8.657054373518827,1.0094407796859741,0.9919236302375793,88756273,0
0.25806495547294617,158.6741349131883,1.5053964853286743,0.989266574382782,327729815,1
0.005710512399673462,5.534547990896508,1.005815029144287,0.9943940043449402,456933791,0
0.04474687576293945,34.135817974294135,1.0753954648971558,0.9859017133712769,20931752,0
0.043244361877441406,29.423257393542297,1.0790165662765503,0.9925278425216675,422677299,0
0.08013522624969482,66.2180194390335,1.1369664669036865,0.9766960144042969,445501347,1
0.01657027006149292,18.924265635297136,1.0181628465652466,0.9850223064422607,374029463,0
0.012276172637939453,15.004356329368575,1.0129923820495605,0.9884400367736816,347509900,0
0.008131295442581177,6.300896759746358,1.008111596107483,0.9918490052223206,292277000,0
0.007159531116485596,6.03105933902836,1.0085614919662476,0.9942424297332764,331725581,0
0.012167245149612427,10.205384224743838,1.0129625797271729,0.988628089427948,63585149,0
0.0025731921195983887,2.498245552233038,1.0033360719680786,0.9981896877288818,270415707,0
0.013754546642303467,15.452851833217407,1.0158504247665405,0.9883413314819336,58873965,0
